Date,Invoice Number,Sales Rep,Location,Status,Client Name,Client ID,Lead Source,Product ID,Product Name,Unit Price,Quantity,Gross Value,Discount,Revenue,VAT Rate,VAT Charged,Invoice Total,COGS per Unit,COGS,Shipping per Unit,Total Shipping,VAT on Shipping,VAT on Shipping Value,Profit,Profit Margin,Operating Profit,Operating Profit Margin,Margin Difference
24/06/2025,947,Jack,Bristol,Paid,Stellar Systems,C006,Content Outreach,P007,Keyboard Tray,£25.00,17,£425.00,7%,£395.25,20%,£79.05,£474.30,£14.00,£238.00,£7.00,£119.00,20%,£23.80,£157.25,39.80%,£38.25,9.70%,30.10%
24/07/2025,331,Jack,Brighton,Paid,Infinity Innovations,C009,SEO,P005,Software License,£200.00,9,"£1,800.00",5%,"£1,710.00",20%,£342.00,"£2,052.00",£110.00,£990.00, £-   , £-   ,0%, £-   ,£720.00,42.10%,£720.00,42.10%,0.00%
24/07/2025,554,Sarah,Liverpool,Pending,Mercury Industries,C023,Social Media Outreach,P008,Cable Management Tray,£20.00,8,£160.00,3%,£155.20,20%,£31.04,£186.24,£12.00,£96.00,£6.00,£48.00,20%,£9.60,£59.20,38.10%,£11.20,7.20%,30.90%
24/08/2025,822,Daniel,Sheffield,Shipping,Saturn Solutions,C022,Referral,P004,Data Storage Device,£70.00,5,£350.00,8%,£322.00,20%,£64.40,£386.40,£30.00,£150.00,£8.00,£40.00,20%,£8.00,£172.00,53.40%,£132.00,41.00%,12.40%
24/08/2025,936,Jack,Sheffield,Paid,Orion Enterprises,C015,Referral,P006,Monitor Stand,£40.00,4,£160.00,8%,£147.20,20%,£29.44,£176.64,£24.00,£96.00,£7.00,£28.00,20%,£5.60,£51.20,34.80%,£23.20,15.80%,19.00%
24/09/2025,356,Dave,Birmingham,Shipping,Galactic Enterprises,C003,Content Outreach,P009,Ergonomic Chair,£190.00,10,"£1,900.00",7%,"£1,767.00",20%,£353.40,"£2,120.40",£115.00,"£1,150.00",£45.00,£450.00,20%,£90.00,£617.00,34.90%,£167.00,9.50%,25.40%
24/10/2025,60,Mark,Sheffield,Paid,AstroTech,C017,Events Outreach,P008,Cable Management Tray,£20.00,3,£60.00,6%,£56.40,20%,£11.28,£67.68,£12.00,£36.00,£6.00,£18.00,20%,£3.60,£20.40,36.20%,£2.40,4.30%,31.90%
24/10/2025,136,Lisa,Leeds,Shipping,Planetary Partners,C021,Website,P004,Data Storage Device,£70.00,6,£420.00,1%,£415.80,20%,£83.16,£498.96,£30.00,£180.00,£8.00,£48.00,20%,£9.60,£235.80,56.70%,£187.80,45.20%,11.50%
24/10/2025,231,Jack,Manchester,Shipping,Cosmos Creations,C020,Referral,P002,Server Key,£150.00,6,£900.00,5%,£855.00,20%,£171.00,"£1,026.00",£80.00,£480.00, £-   , £-   ,0%, £-   ,£375.00,43.90%,£375.00,43.90%,0.00%
24/11/2025,18,Alexandra,London,Shipping,Cosmic Creations,C008,Content Outreach,P004,Data Storage Device,£70.00,5,£350.00,8%,£322.00,20%,£64.40,£386.40,£30.00,£150.00,£8.00,£40.00,20%,£8.00,£172.00,53.40%,£132.00,41.00%,12.40%
24/11/2025,44,Sarah,Birmingham,Pending,Starlight Industries,C002,SEO,P006,Monitor Stand,£40.00,20,£800.00,3%,£776.00,20%,£155.20,£931.20,£24.00,£480.00,£7.00,£140.00,20%,£28.00,£296.00,38.10%,£156.00,20.10%,18.00%
24/11/2025,345,Mark,Bristol,Shipping,Cosmic Creations,C008,Referral,P006,Monitor Stand,£40.00,17,£680.00,10%,£612.00,20%,£122.40,£734.40,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£204.00,33.30%,£85.00,13.90%,19.40%
25/01/2025,283,Alexandra,Leeds,Paid,Supernova Solutions,C014,SEO,P006,Monitor Stand,£40.00,14,£560.00,10%,£504.00,20%,£100.80,£604.80,£24.00,£336.00,£7.00,£98.00,20%,£19.60,£168.00,33.30%,£70.00,13.90%,19.40%
25/01/2025,303,Jack,Manchester,Paid,Interstellar Enterprises,C019,Referral,P006,Monitor Stand,£40.00,11,£440.00,2%,£431.20,20%,£86.24,£517.44,£24.00,£264.00,£7.00,£77.00,20%,£15.40,£167.20,38.80%,£90.20,20.90%,17.90%
25/01/2025,923,Alexandra,Birmingham,Shipping,Nova Innovations,C018,Events Outreach,P006,Monitor Stand,£40.00,18,£720.00,2%,£705.60,20%,£141.12,£846.72,£24.00,£432.00,£7.00,£126.00,20%,£25.20,£273.60,38.80%,£147.60,20.90%,17.90%
25/02/2025,606,Sarah,Birmingham,Shipping,Nebula Technologies,C007,Referral,P001,Laptop,£220.00,15,"£3,300.00",7%,"£3,069.00",20%,£613.80,"£3,682.80",£140.00,"£2,100.00",£15.00,£225.00,20%,£45.00,£969.00,31.60%,£744.00,24.20%,7.40%
25/02/2025,732,Daniel,Sheffield,Pending,Mercury Industries,C023,Content Outreach,P007,Keyboard Tray,£25.00,4,£100.00,6%,£94.00,20%,£18.80,£112.80,£14.00,£56.00,£7.00,£28.00,20%,£5.60,£38.00,40.40%,£10.00,10.60%,29.80%
25/03/2025,149,Alexandra,Brighton,Pending,Lunar Labs,C012,Website,P001,Laptop,£220.00,5,"£1,100.00",10%,£990.00,20%,£198.00,"£1,188.00",£140.00,£700.00,£15.00,£75.00,20%,£15.00,£290.00,29.30%,£215.00,21.70%,7.60%
25/03/2025,533,Daniel,Birmingham,Shipping,Infinity Innovations,C009,Social Media Outreach,P002,Server Key,£150.00,19,"£2,850.00",8%,"£2,622.00",20%,£524.40,"£3,146.40",£80.00,"£1,520.00", £-   , £-   ,0%, £-   ,"£1,102.00",42.00%,"£1,102.00",42.00%,0.00%
25/03/2025,999,Sarah,Sheffield,Paid,Mars Enterprises,C025,Referral,P008,Cable Management Tray,£20.00,12,£240.00,10%,£216.00,20%,£43.20,£259.20,£12.00,£144.00,£6.00,£72.00,20%,£14.40,£72.00,33.30%, £-   ,0.00%,33.30%
25/04/2025,166,Daniel,Liverpool,Pending,Lunar Labs,C012,Referral,P004,Data Storage Device,£70.00,10,£700.00,2%,£686.00,20%,£137.20,£823.20,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£386.00,56.30%,£306.00,44.60%,11.70%
25/04/2025,573,Lisa,Sheffield,Paid,Lunar Labs,C012,Content Outreach,P006,Monitor Stand,£40.00,4,£160.00,7%,£148.80,20%,£29.76,£178.56,£24.00,£96.00,£7.00,£28.00,20%,£5.60,£52.80,35.50%,£24.80,16.70%,18.80%
25/04/2025,729,Jack,London,Shipping,Mars Enterprises,C025,Content Outreach,P004,Data Storage Device,£70.00,6,£420.00,8%,£386.40,20%,£77.28,£463.68,£30.00,£180.00,£8.00,£48.00,20%,£9.60,£206.40,53.40%,£158.40,41.00%,12.40%
25/04/2025,740,Jack,Bristol,Paid,Sunrise Solutions,C004,SEO,P010,Standing Desk,£530.00,2,"£1,060.00",3%,"£1,028.20",20%,£205.64,"£1,233.84",£360.00,£720.00,£60.00,£120.00,20%,£24.00,£308.20,30.00%,£188.20,18.30%,11.70%
25/05/2025,109,Jack,Liverpool,Pending,Saturn Solutions,C022,SEO,P006,Monitor Stand,£40.00,12,£480.00,8%,£441.60,20%,£88.32,£529.92,£24.00,£288.00,£7.00,£84.00,20%,£16.80,£153.60,34.80%,£69.60,15.80%,19.00%
25/05/2025,393,Jack,Brighton,Paid,Interstellar Enterprises,C019,Events Outreach,P006,Monitor Stand,£40.00,20,£800.00,5%,£760.00,20%,£152.00,£912.00,£24.00,£480.00,£7.00,£140.00,20%,£28.00,£280.00,36.80%,£140.00,18.40%,18.40%
25/05/2025,427,Sarah,Birmingham,Shipping,Mercury Industries,C023,Referral,P006,Monitor Stand,£40.00,5,£200.00,2%,£196.00,20%,£39.20,£235.20,£24.00,£120.00,£7.00,£35.00,20%,£7.00,£76.00,38.80%,£41.00,20.90%,17.90%
25/05/2025,560,Daniel,Newcastle,Paid,Sunrise Solutions,C004,SEO,P002,Server Key,£150.00,20,"£3,000.00",3%,"£2,910.00",20%,£582.00,"£3,492.00",£80.00,"£1,600.00", £-   , £-   ,0%, £-   ,"£1,310.00",45.00%,"£1,310.00",45.00%,0.00%
25/06/2025,359,Lucas,Sheffield,Shipping,Celestial Industries,C013,Website,P001,Laptop,£220.00,20,"£4,400.00",8%,"£4,048.00",20%,£809.60,"£4,857.60",£140.00,"£2,800.00",£15.00,£300.00,20%,£60.00,"£1,248.00",30.80%,£948.00,23.40%,7.40%
25/06/2025,698,Sarah,Manchester,Paid,Planetary Partners,C021,Referral,P010,Standing Desk,£530.00,7,"£3,710.00",8%,"£3,413.20",20%,£682.64,"£4,095.84",£360.00,"£2,520.00",£60.00,£420.00,20%,£84.00,£893.20,26.20%,£473.20,13.90%,12.30%
25/06/2025,838,Lisa,Birmingham,Pending,Aurora Enterprises,C010,SEO,P008,Cable Management Tray,£20.00,10,£200.00,2%,£196.00,20%,£39.20,£235.20,£12.00,£120.00,£6.00,£60.00,20%,£12.00,£76.00,38.80%,£16.00,8.20%,30.60%
25/06/2025,972,Dave,Liverpool,Pending,Celestial Industries,C013,Referral,P001,Laptop,£220.00,6,"£1,320.00",2%,"£1,293.60",20%,£258.72,"£1,552.32",£140.00,£840.00,£15.00,£90.00,20%,£18.00,£453.60,35.10%,£363.60,28.10%,7.00%
25/07/2025,199,Sarah,Sheffield,Shipping,Infinity Innovations,C009,Referral,P003,Network Switch,£130.00,3,£390.00,3%,£378.30,20%,£75.66,£453.96,£72.00,£216.00,£8.00,£24.00,20%,£4.80,£162.30,42.90%,£138.30,36.60%,6.30%
25/07/2025,361,Lucas,London,Paid,Infinity Innovations,C009,Referral,P007,Keyboard Tray,£25.00,16,£400.00,5%,£380.00,20%,£76.00,£456.00,£14.00,£224.00,£7.00,£112.00,20%,£22.40,£156.00,41.10%,£44.00,11.60%,29.50%
25/07/2025,637,Lisa,Leeds,Paid,Galactic Enterprises,C003,Referral,P006,Monitor Stand,£40.00,9,£360.00,7%,£334.80,20%,£66.96,£401.76,£24.00,£216.00,£7.00,£63.00,20%,£12.60,£118.80,35.50%,£55.80,16.70%,18.80%
25/07/2025,714,Dave,Nottingham,Shipping,Interstellar Enterprises,C019,SEO,P008,Cable Management Tray,£20.00,13,£260.00,2%,£254.80,20%,£50.96,£305.76,£12.00,£156.00,£6.00,£78.00,20%,£15.60,£98.80,38.80%,£20.80,8.20%,30.60%
25/09/2025,27,Jack,Manchester,Shipping,Cosmic Creations,C008,Events Outreach,P004,Data Storage Device,£70.00,8,£560.00,3%,£543.20,20%,£108.64,£651.84,£30.00,£240.00,£8.00,£64.00,20%,£12.80,£303.20,55.80%,£239.20,44.00%,11.80%
25/09/2025,833,Daniel,Liverpool,Paid,Orion Enterprises,C015,Referral,P007,Keyboard Tray,£25.00,7,£175.00,3%,£169.75,20%,£33.95,£203.70,£14.00,£98.00,£7.00,£49.00,20%,£9.80,£71.75,42.30%,£22.75,13.40%,28.90%
25/10/2025,206,Jack,Manchester,Pending,Cosmos Creations,C020,Referral,P003,Network Switch,£130.00,16,"£2,080.00",5%,"£1,976.00",20%,£395.20,"£2,371.20",£72.00,"£1,152.00",£8.00,£128.00,20%,£25.60,£824.00,41.70%,£696.00,35.20%,6.50%
25/10/2025,324,Dave,Sheffield,Shipping,Mercury Industries,C023,SEO,P003,Network Switch,£130.00,10,"£1,300.00",5%,"£1,235.00",20%,£247.00,"£1,482.00",£72.00,£720.00,£8.00,£80.00,20%,£16.00,£515.00,41.70%,£435.00,35.20%,6.50%
25/11/2025,507,Alexandra,Leeds,Paid,Infinity Innovations,C009,Content Outreach,P006,Monitor Stand,£40.00,16,£640.00,2%,£627.20,20%,£125.44,£752.64,£24.00,£384.00,£7.00,£112.00,20%,£22.40,£243.20,38.80%,£131.20,20.90%,17.90%
25/11/2025,543,Daniel,Manchester,Paid,Sunrise Solutions,C004,Social Media Outreach,P007,Keyboard Tray,£25.00,1,£25.00,8%,£23.00,20%,£4.60,£27.60,£14.00,£14.00,£7.00,£7.00,20%,£1.40,£9.00,39.10%,£2.00,8.70%,30.40%
25/11/2025,648,Jack,Liverpool,Shipping,Infinity Innovations,C009,SEO,P007,Keyboard Tray,£25.00,4,£100.00,5%,£95.00,20%,£19.00,£114.00,£14.00,£56.00,£7.00,£28.00,20%,£5.60,£39.00,41.10%,£11.00,11.60%,29.50%
25/12/2025,36,Mark,Birmingham,Pending,Stellar Systems,C006,SEO,P006,Monitor Stand,£40.00,16,£640.00,12%,£563.20,20%,£112.64,£675.84,£24.00,£384.00,£7.00,£112.00,20%,£22.40,£179.20,31.80%,£67.20,11.90%,19.90%
25/12/2025,61,Mark,Nottingham,Shipping,Acme Corporation,C001,SEO,P005,Software License,£200.00,12,"£2,400.00",6%,"£2,256.00",20%,£451.20,"£2,707.20",£110.00,"£1,320.00", £-   , £-   ,0%, £-   ,£936.00,41.50%,£936.00,41.50%,0.00%
25/12/2025,117,Dave,Birmingham,Paid,Nova Innovations,C018,Social Media Outreach,P010,Standing Desk,£530.00,13,"£6,890.00",2%,"£6,752.20",20%,"£1,350.44","£8,102.64",£360.00,"£4,680.00",£60.00,£780.00,20%,£156.00,"£2,072.20",30.70%,"£1,292.20",19.10%,11.60%
25/12/2025,382,Sarah,Leeds,Paid,Mercury Industries,C023,SEO,P001,Laptop,£220.00,10,"£2,200.00",3%,"£2,134.00",20%,£426.80,"£2,560.80",£140.00,"£1,400.00",£15.00,£150.00,20%,£30.00,£734.00,34.40%,£584.00,27.40%,7.00%
25/12/2025,716,Mark,Bristol,Shipping,Comet Corporation,C016,Referral,P004,Data Storage Device,£70.00,8,£560.00,5%,£532.00,20%,£106.40,£638.40,£30.00,£240.00,£8.00,£64.00,20%,£12.80,£292.00,54.90%,£228.00,42.90%,12.00%
25/12/2025,786,Daniel,Nottingham,Paid,Mars Enterprises,C025,Referral,P008,Cable Management Tray,£20.00,8,£160.00,2%,£156.80,20%,£31.36,£188.16,£12.00,£96.00,£6.00,£48.00,20%,£9.60,£60.80,38.80%,£12.80,8.20%,30.60%
25/12/2025,843,Mark,Liverpool,Shipping,Nova Innovations,C018,Content Outreach,P004,Data Storage Device,£70.00,9,£630.00,8%,£579.60,20%,£115.92,£695.52,£30.00,£270.00,£8.00,£72.00,20%,£14.40,£309.60,53.40%,£237.60,41.00%,12.40%
25/12/2025,852,Jack,Bristol,Pending,Infinity Innovations,C009,SEO,P009,Ergonomic Chair,£190.00,5,£950.00,7%,£883.50,20%,£176.70,"£1,060.20",£115.00,£575.00,£45.00,£225.00,20%,£45.00,£308.50,34.90%,£83.50,9.50%,25.40%
25/12/2025,962,Daniel,Leeds,Shipping,Venus Ventures,C024,Referral,P006,Monitor Stand,£40.00,16,£640.00,2%,£627.20,20%,£125.44,£752.64,£24.00,£384.00,£7.00,£112.00,20%,£22.40,£243.20,38.80%,£131.20,20.90%,17.90%
26/01/2025,275,Dave,Liverpool,Shipping,Lunar Labs,C012,Referral,P004,Data Storage Device,£70.00,16,"£1,120.00",3%,"£1,086.40",20%,£217.28,"£1,303.68",£30.00,£480.00,£8.00,£128.00,20%,£25.60,£606.40,55.80%,£478.40,44.00%,11.80%
26/01/2025,380,Dave,Bristol,Shipping,Cosmic Creations,C008,Referral,P002,Server Key,£150.00,9,"£1,350.00",5%,"£1,282.50",20%,£256.50,"£1,539.00",£80.00,£720.00, £-   , £-   ,0%, £-   ,£562.50,43.90%,£562.50,43.90%,0.00%
26/01/2025,525,Mark,Leeds,Shipping,Nebula Technologies,C007,Referral,P008,Cable Management Tray,£20.00,14,£280.00,6%,£263.20,20%,£52.64,£315.84,£12.00,£168.00,£6.00,£84.00,20%,£16.80,£95.20,36.20%,£11.20,4.30%,31.90%
26/01/2025,976,Mark,Brighton,Shipping,Aurora Enterprises,C010,Referral,P006,Monitor Stand,£40.00,20,£800.00,7%,£744.00,20%,£148.80,£892.80,£24.00,£480.00,£7.00,£140.00,20%,£28.00,£264.00,35.50%,£124.00,16.70%,18.80%
26/02/2025,238,Lisa,Sheffield,Paid,Solar Solutions,C011,Website,P006,Monitor Stand,£40.00,11,£440.00,5%,£418.00,20%,£83.60,£501.60,£24.00,£264.00,£7.00,£77.00,20%,£15.40,£154.00,36.80%,£77.00,18.40%,18.40%
26/02/2025,448,Alexandra,Birmingham,Paid,Supernova Solutions,C014,SEO,P006,Monitor Stand,£40.00,9,£360.00,5%,£342.00,20%,£68.40,£410.40,£24.00,£216.00,£7.00,£63.00,20%,£12.60,£126.00,36.80%,£63.00,18.40%,18.40%
26/02/2025,930,Daniel,Sheffield,Paid,Saturn Solutions,C022,Events Outreach,P010,Standing Desk,£530.00,14,"£7,420.00",7%,"£6,900.60",20%,"£1,380.12","£8,280.72",£360.00,"£5,040.00",£60.00,£840.00,20%,£168.00,"£1,860.60",27.00%,"£1,020.60",14.80%,12.20%
26/03/2025,33,Dave,Nottingham,Paid,Aurora Enterprises,C010,Referral,P005,Software License,£200.00,11,"£2,200.00",3%,"£2,134.00",20%,£426.80,"£2,560.80",£110.00,"£1,210.00", £-   , £-   ,0%, £-   ,£924.00,43.30%,£924.00,43.30%,0.00%
26/04/2025,114,Mark,Leeds,Pending,Lunar Labs,C012,Referral,P009,Ergonomic Chair,£190.00,7,"£1,330.00",5%,"£1,263.50",20%,£252.70,"£1,516.20",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£458.50,36.30%,£143.50,11.40%,24.90%
26/05/2025,56,Sarah,London,Pending,Cosmic Creations,C008,Content Outreach,P008,Cable Management Tray,£20.00,15,£300.00,10%,£270.00,20%,£54.00,£324.00,£12.00,£180.00,£6.00,£90.00,20%,£18.00,£90.00,33.30%, £-   ,0.00%,33.30%
26/05/2025,220,Sarah,London,Shipping,Acme Corporation,C001,Website,P003,Network Switch,£130.00,6,£780.00,5%,£741.00,20%,£148.20,£889.20,£72.00,£432.00,£8.00,£48.00,20%,£9.60,£309.00,41.70%,£261.00,35.20%,6.50%
26/06/2025,153,Alexandra,Nottingham,Paid,Venus Ventures,C024,SEO,P003,Network Switch,£130.00,17,"£2,210.00",6%,"£2,077.40",20%,£415.48,"£2,492.88",£72.00,"£1,224.00",£8.00,£136.00,20%,£27.20,£853.40,41.10%,£717.40,34.50%,6.60%
26/06/2025,411,Mark,London,Paid,Galactic Enterprises,C003,Referral,P004,Data Storage Device,£70.00,18,"£1,260.00",5%,"£1,197.00",20%,£239.40,"£1,436.40",£30.00,£540.00,£8.00,£144.00,20%,£28.80,£657.00,54.90%,£513.00,42.90%,12.00%
26/06/2025,929,Mark,Manchester,Shipping,Nova Innovations,C018,SEO,P004,Data Storage Device,£70.00,4,£280.00,6%,£263.20,20%,£52.64,£315.84,£30.00,£120.00,£8.00,£32.00,20%,£6.40,£143.20,54.40%,£111.20,42.20%,12.20%
26/07/2025,767,Lisa,Sheffield,Paid,Venus Ventures,C024,Content Outreach,P010,Standing Desk,£530.00,10,"£5,300.00",9%,"£4,823.00",20%,£964.60,"£5,787.60",£360.00,"£3,600.00",£60.00,£600.00,20%,£120.00,"£1,223.00",25.40%,£623.00,12.90%,12.50%
26/08/2025,19,Dave,Liverpool,Paid,Planetary Partners,C021,Social Media Outreach,P004,Data Storage Device,£70.00,17,"£1,190.00",6%,"£1,118.60",20%,£223.72,"£1,342.32",£30.00,£510.00,£8.00,£136.00,20%,£27.20,£608.60,54.40%,£472.60,42.20%,12.20%
26/08/2025,583,Lucas,Brighton,Paid,Galactic Enterprises,C003,Content Outreach,P008,Cable Management Tray,£20.00,14,£280.00,10%,£252.00,20%,£50.40,£302.40,£12.00,£168.00,£6.00,£84.00,20%,£16.80,£84.00,33.30%, £-   ,0.00%,33.30%
26/08/2025,991,Sarah,Sheffield,Shipping,Lunar Labs,C012,SEO,P004,Data Storage Device,£70.00,2,£140.00,6%,£131.60,20%,£26.32,£157.92,£30.00,£60.00,£8.00,£16.00,20%,£3.20,£71.60,54.40%,£55.60,42.20%,12.20%
26/09/2025,106,Lucas,Bristol,Paid,Celestial Industries,C013,Social Media Outreach,P002,Server Key,£150.00,8,"£1,200.00",3%,"£1,164.00",20%,£232.80,"£1,396.80",£80.00,£640.00, £-   , £-   ,0%, £-   ,£524.00,45.00%,£524.00,45.00%,0.00%
26/09/2025,178,Lucas,Bristol,Pending,Comet Corporation,C016,SEO,P001,Laptop,£220.00,17,"£3,740.00",9%,"£3,403.40",20%,£680.68,"£4,084.08",£140.00,"£2,380.00",£15.00,£255.00,20%,£51.00,"£1,023.40",30.10%,£768.40,22.60%,7.50%
26/09/2025,770,Lisa,Leeds,Pending,Lunar Labs,C012,SEO,P006,Monitor Stand,£40.00,11,£440.00,4%,£422.40,20%,£84.48,£506.88,£24.00,£264.00,£7.00,£77.00,20%,£15.40,£158.40,37.50%,£81.40,19.30%,18.20%
26/10/2025,378,Mark,Birmingham,Shipping,Acme Corporation,C001,SEO,P001,Laptop,£220.00,3,£660.00,8%,£607.20,20%,£121.44,£728.64,£140.00,£420.00,£15.00,£45.00,20%,£9.00,£187.20,30.80%,£142.20,23.40%,7.40%
26/11/2025,318,Alexandra,Newcastle,Pending,Solar Solutions,C011,SEO,P008,Cable Management Tray,£20.00,9,£180.00,5%,£171.00,20%,£34.20,£205.20,£12.00,£108.00,£6.00,£54.00,20%,£10.80,£63.00,36.80%,£9.00,5.30%,31.50%
26/11/2025,420,Alexandra,London,Shipping,Saturn Solutions,C022,SEO,P005,Software License,£200.00,8,"£1,600.00",7%,"£1,488.00",20%,£297.60,"£1,785.60",£110.00,£880.00, £-   , £-   ,0%, £-   ,£608.00,40.90%,£608.00,40.90%,0.00%
26/11/2025,431,Sarah,Manchester,Paid,Mars Enterprises,C025,SEO,P008,Cable Management Tray,£20.00,2,£40.00,5%,£38.00,20%,£7.60,£45.60,£12.00,£24.00,£6.00,£12.00,20%,£2.40,£14.00,36.80%,£2.00,5.30%,31.50%
26/11/2025,502,Sarah,Manchester,Shipping,Starlight Industries,C002,Referral,P004,Data Storage Device,£70.00,17,"£1,190.00",8%,"£1,094.80",20%,£218.96,"£1,313.76",£30.00,£510.00,£8.00,£136.00,20%,£27.20,£584.80,53.40%,£448.80,41.00%,12.40%
26/11/2025,531,Dave,Leeds,Paid,Aurora Enterprises,C010,Referral,P006,Monitor Stand,£40.00,14,£560.00,10%,£504.00,20%,£100.80,£604.80,£24.00,£336.00,£7.00,£98.00,20%,£19.60,£168.00,33.30%,£70.00,13.90%,19.40%
26/11/2025,735,Jack,Birmingham,Shipping,Celestial Industries,C013,Referral,P001,Laptop,£220.00,3,£660.00,4%,£633.60,20%,£126.72,£760.32,£140.00,£420.00,£15.00,£45.00,20%,£9.00,£213.60,33.70%,£168.60,26.60%,7.10%
26/12/2025,49,Mark,Birmingham,Pending,Infinity Innovations,C009,Events Outreach,P006,Monitor Stand,£40.00,19,£760.00,8%,£699.20,20%,£139.84,£839.04,£24.00,£456.00,£7.00,£133.00,20%,£26.60,£243.20,34.80%,£110.20,15.80%,19.00%
26/12/2025,399,Alexandra,Bristol,Paid,Aurora Enterprises,C010,Content Outreach,P004,Data Storage Device,£70.00,11,£770.00,3%,£746.90,20%,£149.38,£896.28,£30.00,£330.00,£8.00,£88.00,20%,£17.60,£416.90,55.80%,£328.90,44.00%,11.80%
27/01/2025,696,Mark,Leeds,Shipping,AstroTech,C017,Events Outreach,P002,Server Key,£150.00,1,£150.00,5%,£142.50,20%,£28.50,£171.00,£80.00,£80.00, £-   , £-   ,0%, £-   ,£62.50,43.90%,£62.50,43.90%,0.00%
27/02/2025,3,Lisa,Birmingham,Paid,Infinity Innovations,C009,Website,P001,Laptop,£220.00,16,"£3,520.00",5%,"£3,344.00",20%,£668.80,"£4,012.80",£140.00,"£2,240.00",£15.00,£240.00,20%,£48.00,"£1,104.00",33.00%,£864.00,25.80%,7.20%
27/02/2025,23,Jack,Leeds,Paid,Venus Ventures,C024,Social Media Outreach,P004,Data Storage Device,£70.00,12,£840.00,9%,£764.40,20%,£152.88,£917.28,£30.00,£360.00,£8.00,£96.00,20%,£19.20,£404.40,52.90%,£308.40,40.30%,12.60%
27/02/2025,620,Jack,Bristol,Shipping,Stellar Systems,C006,Content Outreach,P001,Laptop,£220.00,16,"£3,520.00",7%,"£3,273.60",20%,£654.72,"£3,928.32",£140.00,"£2,240.00",£15.00,£240.00,20%,£48.00,"£1,033.60",31.60%,£793.60,24.20%,7.40%
27/02/2025,650,Alexandra,London,Paid,Nebula Technologies,C007,SEO,P008,Cable Management Tray,£20.00,11,£220.00,6%,£206.80,20%,£41.36,£248.16,£12.00,£132.00,£6.00,£66.00,20%,£13.20,£74.80,36.20%,£8.80,4.30%,31.90%
27/03/2025,854,Lucas,Birmingham,Paid,Moonbeam Innovations,C005,Content Outreach,P003,Network Switch,£130.00,9,"£1,170.00",7%,"£1,088.10",20%,£217.62,"£1,305.72",£72.00,£648.00,£8.00,£72.00,20%,£14.40,£440.10,40.40%,£368.10,33.80%,6.60%
27/03/2025,907,Sarah,Manchester,Shipping,Cosmic Creations,C008,SEO,P004,Data Storage Device,£70.00,5,£350.00,5%,£332.50,20%,£66.50,£399.00,£30.00,£150.00,£8.00,£40.00,20%,£8.00,£182.50,54.90%,£142.50,42.90%,12.00%
27/03/2025,915,Jack,Birmingham,Pending,Planetary Partners,C021,Events Outreach,P007,Keyboard Tray,£25.00,2,£50.00,8%,£46.00,20%,£9.20,£55.20,£14.00,£28.00,£7.00,£14.00,20%,£2.80,£18.00,39.10%,£4.00,8.70%,30.40%
27/04/2025,755,Daniel,Sheffield,Paid,Lunar Labs,C012,SEO,P001,Laptop,£220.00,16,"£3,520.00",2%,"£3,449.60",20%,£689.92,"£4,139.52",£140.00,"£2,240.00",£15.00,£240.00,20%,£48.00,"£1,209.60",35.10%,£969.60,28.10%,7.00%
27/04/2025,860,Sarah,Liverpool,Shipping,Supernova Solutions,C014,Referral,P001,Laptop,£220.00,13,"£2,860.00",9%,"£2,602.60",20%,£520.52,"£3,123.12",£140.00,"£1,820.00",£15.00,£195.00,20%,£39.00,£782.60,30.10%,£587.60,22.60%,7.50%
27/04/2025,919,Sarah,Newcastle,Paid,Saturn Solutions,C022,Content Outreach,P001,Laptop,£220.00,7,"£1,540.00",5%,"£1,463.00",20%,£292.60,"£1,755.60",£140.00,£980.00,£15.00,£105.00,20%,£21.00,£483.00,33.00%,£378.00,25.80%,7.20%
27/05/2025,54,Sarah,Newcastle,Paid,Cosmos Creations,C020,SEO,P004,Data Storage Device,£70.00,13,£910.00,9%,£828.10,20%,£165.62,£993.72,£30.00,£390.00,£8.00,£104.00,20%,£20.80,£438.10,52.90%,£334.10,40.30%,12.60%
27/05/2025,67,Lucas,Nottingham,Shipping,Lunar Labs,C012,Referral,P005,Software License,£200.00,15,"£3,000.00",12%,"£2,640.00",20%,£528.00,"£3,168.00",£110.00,"£1,650.00", £-   , £-   ,0%, £-   ,£990.00,37.50%,£990.00,37.50%,0.00%
27/05/2025,141,Jack,Sheffield,Paid,Solar Solutions,C011,Website,P006,Monitor Stand,£40.00,17,£680.00,7%,£632.40,20%,£126.48,£758.88,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£224.40,35.50%,£105.40,16.70%,18.80%
27/05/2025,196,Lucas,Sheffield,Pending,Interstellar Enterprises,C019,Referral,P004,Data Storage Device,£70.00,19,"£1,330.00",3%,"£1,290.10",20%,£258.02,"£1,548.12",£30.00,£570.00,£8.00,£152.00,20%,£30.40,£720.10,55.80%,£568.10,44.00%,11.80%
27/05/2025,263,Daniel,Sheffield,Paid,Nebula Technologies,C007,Content Outreach,P010,Standing Desk,£530.00,8,"£4,240.00",7%,"£3,943.20",20%,£788.64,"£4,731.84",£360.00,"£2,880.00",£60.00,£480.00,20%,£96.00,"£1,063.20",27.00%,£583.20,14.80%,12.20%
